Frame,Visibility,X,Y,Z,Event,Timestamp
1517,0,0.0,0.0,0.0,0,1663139635.0450678
1518,0,0.0,0.0,0.0,0,1663139635.0533438
1519,0,0.0,0.0,0.0,0,1663139635.0617366
1520,0,0.0,0.0,0.0,0,1663139635.0700586
1521,0,0.0,0.0,0.0,0,1663139635.0784175
1522,0,0.0,0.0,0.0,0,1663139635.086703
1523,0,0.0,0.0,0.0,0,1663139635.0950656
1524,0,0.0,0.0,0.0,0,1663139635.103345
1525,0,0.0,0.0,0.0,0,1663139635.1117256
1526,0,0.0,0.0,0.0,0,1663139635.120079
1527,0,0.0,0.0,0.0,0,1663139635.1283753
1528,0,0.0,0.0,0.0,0,1663139635.1367457
1529,0,0.0,0.0,0.0,0,1663139635.145073
1530,0,0.0,0.0,0.0,0,1663139635.153391
1531,0,0.0,0.0,0.0,0,1663139635.1617303
1532,0,0.0,0.0,0.0,0,1663139635.1700583
1533,0,0.0,0.0,0.0,0,1663139635.178452
1534,0,0.0,0.0,0.0,0,1663139635.1867502
1535,0,0.0,0.0,0.0,0,1663139635.1950576
1536,0,0.0,0.0,0.0,0,1663139635.2033849
1537,0,0.0,0.0,0.0,0,1663139635.2117553
1538,0,0.0,0.0,0.0,0,1663139635.2200637
1539,0,0.0,0.0,0.0,0,1663139635.2284088
1540,0,0.0,0.0,0.0,0,1663139635.2367623
1541,0,0.0,0.0,0.0,0,1663139635.245061
1542,0,0.0,0.0,0.0,0,1663139635.2533886
1543,0,0.0,0.0,0.0,0,1663139635.2617347
1544,0,0.0,0.0,0.0,0,1663139635.2700772
1545,0,0.0,0.0,0.0,0,1663139635.2783885
1546,0,0.0,0.0,0.0,0,1663139635.2867267
1547,0,0.0,0.0,0.0,0,1663139635.295068
1548,0,0.0,0.0,0.0,0,1663139635.303398
1549,0,0.0,0.0,0.0,0,1663139635.3117626
1550,0,0.0,0.0,0.0,0,1663139635.3200147
1551,0,0.0,0.0,0.0,0,1663139635.3283727
1552,0,0.0,0.0,0.0,0,1663139635.3367321
1553,0,0.0,0.0,0.0,0,1663139635.3450499
1554,0,0.0,0.0,0.0,0,1663139635.3533916
1555,0,0.0,0.0,0.0,0,1663139635.361678
1556,0,0.0,0.0,0.0,0,1663139635.370033
1557,0,0.0,0.0,0.0,0,1663139635.3783276
1558,0,0.0,0.0,0.0,0,1663139635.3867452
1559,0,0.0,0.0,0.0,0,1663139635.3950012
1560,0,0.0,0.0,0.0,0,1663139635.4033694
1561,0,0.0,0.0,0.0,0,1663139635.4117577
1562,0,0.0,0.0,0.0,0,1663139635.4199681
1563,0,0.0,0.0,0.0,0,1663139635.4283724
1564,0,0.0,0.0,0.0,0,1663139635.4366944
1565,0,0.0,0.0,0.0,0,1663139635.4450321
1566,0,0.0,0.0,0.0,0,1663139635.4533987
1567,0,0.0,0.0,0.0,0,1663139635.4616973
1568,0,0.0,0.0,0.0,0,1663139635.4699996
1569,0,0.0,0.0,0.0,0,1663139635.478393
1570,0,0.0,0.0,0.0,0,1663139635.4866335
1571,0,0.0,0.0,0.0,0,1663139635.494988
1572,0,0.0,0.0,0.0,0,1663139635.5033977
1573,0,0.0,0.0,0.0,0,1663139635.5116663
1574,0,0.0,0.0,0.0,0,1663139635.5199618
1575,0,0.0,0.0,0.0,0,1663139635.5282996
1576,0,0.0,0.0,0.0,0,1663139635.5366325
1577,0,0.0,0.0,0.0,0,1663139635.5450048
1578,0,0.0,0.0,0.0,0,1663139635.5533156
1579,0,0.0,0.0,0.0,0,1663139635.5617297
1580,0,0.0,0.0,0.0,0,1663139635.5700235
1581,0,0.0,0.0,0.0,0,1663139635.578298
1582,0,0.0,0.0,0.0,0,1663139635.586616
1583,0,0.0,0.0,0.0,0,1663139635.5949686
1584,0,0.0,0.0,0.0,0,1663139635.6034088
1585,0,0.0,0.0,0.0,0,1663139635.6117902
1586,0,0.0,0.0,0.0,0,1663139635.6200652
1587,0,0.0,0.0,0.0,0,1663139635.6283329
1588,0,0.0,0.0,0.0,0,1663139635.6366656
1589,0,0.0,0.0,0.0,0,1663139635.6450453
1590,0,0.0,0.0,0.0,0,1663139635.653461
1591,0,0.0,0.0,0.0,0,1663139635.6617696
1592,0,0.0,0.0,0.0,0,1663139635.670149
1593,0,0.0,0.0,0.0,0,1663139635.6783752
1594,0,0.0,0.0,0.0,0,1663139635.6868289
1595,1,534.0,123.0,0.0,0,1663139635.6951063
1596,1,532.0,133.0,0.0,0,1663139635.7034621
1597,1,530.0,140.0,0.0,0,1663139635.711819
1598,1,527.0,151.0,0.0,0,1663139635.7201653
1599,1,525.0,159.0,0.0,0,1663139635.7284439
1600,1,521.0,170.0,0.0,0,1663139635.7367961
1601,1,520.0,178.0,0.0,0,1663139635.7451043
1602,1,517.0,189.0,0.0,0,1663139635.7533846
1603,1,513.0,196.0,0.0,0,1663139635.761719
1604,1,511.0,208.0,0.0,0,1663139635.770099
1605,1,506.0,219.0,0.0,0,1663139635.7784433
1606,1,504.0,230.0,0.0,0,1663139635.7866952
1607,1,502.0,240.0,0.0,0,1663139635.7951303
1608,0,0.0,0.0,0.0,0,1663139635.803348
1609,1,545.0,245.0,0.0,0,1663139635.8116596
1610,0,0.0,0.0,0.0,0,1663139635.8199573
1611,1,696.0,217.0,0.0,0,1663139635.8282697
1612,1,773.0,206.0,0.0,0,1663139635.8365853
1613,1,845.0,195.0,0.0,0,1663139635.8449533
1614,1,925.0,191.0,0.0,0,1663139635.8533528
1615,0,0.0,0.0,0.0,0,1663139635.8615966
1616,0,0.0,0.0,0.0,0,1663139635.8699875
1617,1,1162.0,174.0,0.0,0,1663139635.8782854
1618,1,1245.0,176.0,0.0,0,1663139635.8866155
1619,1,1307.0,176.0,0.0,0,1663139635.894914
1620,1,1383.0,180.0,0.0,0,1663139635.903243
1621,1,1431.0,183.0,0.0,0,1663139635.9116087
1622,0,0.0,0.0,0.0,0,1663139635.9199479
1623,0,0.0,0.0,0.0,0,1663139635.9282897
1624,0,0.0,0.0,0.0,0,1663139635.936691
1625,0,0.0,0.0,0.0,0,1663139635.9449494
1626,0,0.0,0.0,0.0,0,1663139635.9532607
1627,0,0.0,0.0,0.0,0,1663139635.9616125
1628,0,0.0,0.0,0.0,0,1663139635.96994
1629,0,0.0,0.0,0.0,0,1663139635.978306
1630,0,0.0,0.0,0.0,0,1663139635.986619
1631,0,0.0,0.0,0.0,0,1663139635.994988
1632,0,0.0,0.0,0.0,0,1663139636.0033262
1633,0,0.0,0.0,0.0,0,1663139636.011652
1634,0,0.0,0.0,0.0,0,1663139636.0200267
1635,0,0.0,0.0,0.0,0,1663139636.0283432
1636,0,0.0,0.0,0.0,0,1663139636.0367248
1637,0,0.0,0.0,0.0,0,1663139636.0450573
1638,0,0.0,0.0,0.0,0,1663139636.0534008
1639,0,0.0,0.0,0.0,0,1663139636.0617561
1640,0,0.0,0.0,0.0,0,1663139636.0700603
1641,0,0.0,0.0,0.0,0,1663139636.0783412
1642,0,0.0,0.0,0.0,0,1663139636.0866582
1643,0,0.0,0.0,0.0,0,1663139636.0950239
1644,0,0.0,0.0,0.0,0,1663139636.1033168
1645,0,0.0,0.0,0.0,0,1663139636.1117318
1646,0,0.0,0.0,0.0,0,1663139636.1199846
1647,0,0.0,0.0,0.0,0,1663139636.128314
1648,0,0.0,0.0,0.0,0,1663139636.1365893
1649,0,0.0,0.0,0.0,0,1663139636.1449223
1650,0,0.0,0.0,0.0,0,1663139636.1533213
1651,0,0.0,0.0,0.0,0,1663139636.1616845
1652,0,0.0,0.0,0.0,0,1663139636.1699734
1653,0,0.0,0.0,0.0,0,1663139636.1782465
1654,0,0.0,0.0,0.0,0,1663139636.186629
1655,0,0.0,0.0,0.0,0,1663139636.1950533
1656,0,0.0,0.0,0.0,0,1663139636.203378
1657,0,0.0,0.0,0.0,0,1663139636.211716
1658,0,0.0,0.0,0.0,0,1663139636.2200592
1659,0,0.0,0.0,0.0,0,1663139636.2283416
1660,0,0.0,0.0,0.0,0,1663139636.236736
1661,0,0.0,0.0,0.0,0,1663139636.2449927
1662,0,0.0,0.0,0.0,0,1663139636.2533712
1663,0,0.0,0.0,0.0,0,1663139636.261705
1664,0,0.0,0.0,0.0,0,1663139636.270014
1665,0,0.0,0.0,0.0,0,1663139636.2783604
1666,0,0.0,0.0,0.0,0,1663139636.2866971
1667,0,0.0,0.0,0.0,0,1663139636.295035
1668,0,0.0,0.0,0.0,0,1663139636.3033824
1669,0,0.0,0.0,0.0,0,1663139636.3116903
1670,0,0.0,0.0,0.0,0,1663139636.320074
1671,0,0.0,0.0,0.0,0,1663139636.3283117
1672,0,0.0,0.0,0.0,0,1663139636.336736
1673,0,0.0,0.0,0.0,0,1663139636.344983
1674,0,0.0,0.0,0.0,0,1663139636.3533673
1675,0,0.0,0.0,0.0,0,1663139636.361702
1676,0,0.0,0.0,0.0,0,1663139636.3700333
1677,0,0.0,0.0,0.0,0,1663139636.378376
1678,0,0.0,0.0,0.0,0,1663139636.3867028
1679,0,0.0,0.0,0.0,0,1663139636.3950503
1680,0,0.0,0.0,0.0,0,1663139636.4034157
1681,0,0.0,0.0,0.0,0,1663139636.4117002
1682,0,0.0,0.0,0.0,0,1663139636.4200552
1683,0,0.0,0.0,0.0,0,1663139636.4283383
1684,0,0.0,0.0,0.0,0,1663139636.4367118
1685,0,0.0,0.0,0.0,0,1663139636.4450266
1686,0,0.0,0.0,0.0,0,1663139636.4533916
1687,0,0.0,0.0,0.0,0,1663139636.461691
1688,0,0.0,0.0,0.0,0,1663139636.470009
1689,0,0.0,0.0,0.0,0,1663139636.4783716
1690,0,0.0,0.0,0.0,0,1663139636.486702
1691,0,0.0,0.0,0.0,0,1663139636.4950173
1692,0,0.0,0.0,0.0,0,1663139636.5033526
1693,0,0.0,0.0,0.0,0,1663139636.5117002
1694,0,0.0,0.0,0.0,0,1663139636.520051
1695,0,0.0,0.0,0.0,0,1663139636.5283315
1696,0,0.0,0.0,0.0,0,1663139636.5366902
1697,0,0.0,0.0,0.0,0,1663139636.5450635
1698,0,0.0,0.0,0.0,0,1663139636.5533319
1699,0,0.0,0.0,0.0,0,1663139636.561676
1700,0,0.0,0.0,0.0,0,1663139636.5700326
1701,0,0.0,0.0,0.0,0,1663139636.5783725
1702,0,0.0,0.0,0.0,0,1663139636.5866942
1703,0,0.0,0.0,0.0,0,1663139636.5950334
1704,0,0.0,0.0,0.0,0,1663139636.6033623
1705,0,0.0,0.0,0.0,0,1663139636.6116877
1706,0,0.0,0.0,0.0,0,1663139636.6200328
1707,0,0.0,0.0,0.0,0,1663139636.628259
1708,0,0.0,0.0,0.0,0,1663139636.6366863
1709,0,0.0,0.0,0.0,0,1663139636.6450186
1710,0,0.0,0.0,0.0,0,1663139636.6533382
1711,0,0.0,0.0,0.0,0,1663139636.6616762
1712,0,0.0,0.0,0.0,0,1663139636.6699953
1713,0,0.0,0.0,0.0,0,1663139636.6783285
1714,0,0.0,0.0,0.0,0,1663139636.6866012
1715,0,0.0,0.0,0.0,0,1663139636.6949933
1716,0,0.0,0.0,0.0,0,1663139636.7033312
1717,0,0.0,0.0,0.0,0,1663139636.711668
1718,0,0.0,0.0,0.0,0,1663139636.720007
1719,0,0.0,0.0,0.0,0,1663139636.728306
1720,0,0.0,0.0,0.0,0,1663139636.7366638
1721,0,0.0,0.0,0.0,0,1663139636.7449913
1722,0,0.0,0.0,0.0,0,1663139636.7533321
1723,0,0.0,0.0,0.0,0,1663139636.7616653
1724,0,0.0,0.0,0.0,0,1663139636.769969
1725,0,0.0,0.0,0.0,0,1663139636.7783117
1726,0,0.0,0.0,0.0,0,1663139636.7866395
1727,0,0.0,0.0,0.0,0,1663139636.7950184
1728,0,0.0,0.0,0.0,0,1663139636.8032541
1729,0,0.0,0.0,0.0,0,1663139636.8115895
1730,0,0.0,0.0,0.0,0,1663139636.8199482
1731,0,0.0,0.0,0.0,0,1663139636.8282835
1732,0,0.0,0.0,0.0,0,1663139636.8366263
1733,0,0.0,0.0,0.0,0,1663139636.845013
1734,0,0.0,0.0,0.0,0,1663139636.8533187
1735,0,0.0,0.0,0.0,0,1663139636.8616524
1736,0,0.0,0.0,0.0,0,1663139636.8699737
1737,0,0.0,0.0,0.0,0,1663139636.8782592
1738,0,0.0,0.0,0.0,0,1663139636.8866067
1739,0,0.0,0.0,0.0,0,1663139636.894916
1740,0,0.0,0.0,0.0,0,1663139636.9032946
1741,0,0.0,0.0,0.0,0,1663139636.911647
1742,0,0.0,0.0,0.0,0,1663139636.9199798
1743,0,0.0,0.0,0.0,0,1663139636.9283085
1744,0,0.0,0.0,0.0,0,1663139636.9366314
1745,0,0.0,0.0,0.0,0,1663139636.9449809
1746,0,0.0,0.0,0.0,0,1663139636.9533212
1747,0,0.0,0.0,0.0,0,1663139636.9616394
1748,0,0.0,0.0,0.0,0,1663139636.9699867
1749,0,0.0,0.0,0.0,0,1663139636.9782891
1750,0,0.0,0.0,0.0,0,1663139636.9866343
1751,0,0.0,0.0,0.0,0,1663139636.9949715
1752,0,0.0,0.0,0.0,0,1663139637.0033097
1753,0,0.0,0.0,0.0,0,1663139637.0116274
1754,0,0.0,0.0,0.0,0,1663139637.019953
1755,0,0.0,0.0,0.0,0,1663139637.0283358
1756,0,0.0,0.0,0.0,0,1663139637.036624
1757,0,0.0,0.0,0.0,0,1663139637.044972
1758,0,0.0,0.0,0.0,0,1663139637.0532982
1759,0,0.0,0.0,0.0,0,1663139637.0616248
1760,0,0.0,0.0,0.0,0,1663139637.0699883
1761,0,0.0,0.0,0.0,0,1663139637.0782728
1762,0,0.0,0.0,0.0,0,1663139637.0865817
1763,0,0.0,0.0,0.0,0,1663139637.0949657
1764,0,0.0,0.0,0.0,0,1663139637.1031706
1765,0,0.0,0.0,0.0,0,1663139637.111489
1766,0,0.0,0.0,0.0,0,1663139637.119815
1767,0,0.0,0.0,0.0,0,1663139637.1282399
1768,0,0.0,0.0,0.0,0,1663139637.1365638
1769,0,0.0,0.0,0.0,0,1663139637.1448936
1770,0,0.0,0.0,0.0,0,1663139637.1532288
1771,0,0.0,0.0,0.0,0,1663139637.161559
1772,0,0.0,0.0,0.0,0,1663139637.1699018
1773,0,0.0,0.0,0.0,0,1663139637.1781433
1774,0,0.0,0.0,0.0,0,1663139637.1865373
1775,0,0.0,0.0,0.0,0,1663139637.1948662
1776,0,0.0,0.0,0.0,0,1663139637.2032268
1777,0,0.0,0.0,0.0,0,1663139637.2115607
1778,0,0.0,0.0,0.0,0,1663139637.2198284
1779,0,0.0,0.0,0.0,0,1663139637.2282035
1780,0,0.0,0.0,0.0,0,1663139637.2365434
1781,0,0.0,0.0,0.0,0,1663139637.24486
1782,0,0.0,0.0,0.0,0,1663139637.2532105
1783,0,0.0,0.0,0.0,0,1663139637.261541
1784,0,0.0,0.0,0.0,0,1663139637.2698808
1785,0,0.0,0.0,0.0,0,1663139637.2782059
1786,0,0.0,0.0,0.0,0,1663139637.2865522
1787,0,0.0,0.0,0.0,0,1663139637.294858
1788,0,0.0,0.0,0.0,0,1663139637.3032076
1789,0,0.0,0.0,0.0,0,1663139637.3115385
1790,0,0.0,0.0,0.0,0,1663139637.3198905
1791,0,0.0,0.0,0.0,0,1663139637.328215
1792,0,0.0,0.0,0.0,0,1663139637.3365338
1793,0,0.0,0.0,0.0,0,1663139637.3448899
1794,0,0.0,0.0,0.0,0,1663139637.353203
1795,0,0.0,0.0,0.0,0,1663139637.361544
1796,0,0.0,0.0,0.0,0,1663139637.369877
1797,0,0.0,0.0,0.0,0,1663139637.378211
1798,0,0.0,0.0,0.0,0,1663139637.3865256
1799,0,0.0,0.0,0.0,0,1663139637.394863
1800,0,0.0,0.0,0.0,0,1663139637.4031987
1801,0,0.0,0.0,0.0,0,1663139637.4115272
1802,0,0.0,0.0,0.0,0,1663139637.4198706
1803,0,0.0,0.0,0.0,0,1663139637.4282446
1804,0,0.0,0.0,0.0,0,1663139637.4365454
1805,0,0.0,0.0,0.0,0,1663139637.4448748
1806,0,0.0,0.0,0.0,0,1663139637.4532447
1807,0,0.0,0.0,0.0,0,1663139637.461577
1808,0,0.0,0.0,0.0,0,1663139637.4698622
1809,0,0.0,0.0,0.0,0,1663139637.4782023
1810,0,0.0,0.0,0.0,0,1663139637.4865284
1811,0,0.0,0.0,0.0,0,1663139637.494865
1812,0,0.0,0.0,0.0,0,1663139637.5032587
1813,0,0.0,0.0,0.0,0,1663139637.5115519
1814,0,0.0,0.0,0.0,0,1663139637.5198617
1815,0,0.0,0.0,0.0,0,1663139637.5282712
1816,0,0.0,0.0,0.0,0,1663139637.5365958
1817,0,0.0,0.0,0.0,0,1663139637.544865
1818,0,0.0,0.0,0.0,0,1663139637.5531898
1819,0,0.0,0.0,0.0,0,1663139637.5615108
1820,0,0.0,0.0,0.0,0,1663139637.569893
1821,0,0.0,0.0,0.0,0,1663139637.578194
1822,0,0.0,0.0,0.0,0,1663139637.586516
1823,0,0.0,0.0,0.0,0,1663139637.5948632
1824,0,0.0,0.0,0.0,0,1663139637.603226
1825,0,0.0,0.0,0.0,0,1663139637.6114516
1826,0,0.0,0.0,0.0,0,1663139637.6197722
1827,0,0.0,0.0,0.0,0,1663139637.6280975
1828,0,0.0,0.0,0.0,0,1663139637.636515
1829,0,0.0,0.0,0.0,0,1663139637.6448557
1830,0,0.0,0.0,0.0,0,1663139637.6530914
1831,0,0.0,0.0,0.0,0,1663139637.6615255
1832,0,0.0,0.0,0.0,0,1663139637.6698735
1833,0,0.0,0.0,0.0,0,1663139637.678131
1834,0,0.0,0.0,0.0,0,1663139637.6864512
1835,0,0.0,0.0,0.0,0,1663139637.6947925
1836,0,0.0,0.0,0.0,0,1663139637.703102
1837,0,0.0,0.0,0.0,0,1663139637.711433
1838,0,0.0,0.0,0.0,0,1663139637.7197578
1839,0,0.0,0.0,0.0,0,1663139637.7280917
1840,0,0.0,0.0,0.0,0,1663139637.7364497
1841,0,0.0,0.0,0.0,0,1663139637.7447808
1842,0,0.0,0.0,0.0,0,1663139637.753172
1843,0,0.0,0.0,0.0,0,1663139637.7615352
1844,0,0.0,0.0,0.0,0,1663139637.7697568
1845,0,0.0,0.0,0.0,0,1663139637.7781074
1846,0,0.0,0.0,0.0,0,1663139637.7864177
1847,0,0.0,0.0,0.0,0,1663139637.7947655
1848,0,0.0,0.0,0.0,0,1663139637.803078
1849,0,0.0,0.0,0.0,0,1663139637.811427
1850,0,0.0,0.0,0.0,0,1663139637.8197758
1851,0,0.0,0.0,0.0,0,1663139637.8281302
1852,0,0.0,0.0,0.0,0,1663139637.8364751
1853,0,0.0,0.0,0.0,0,1663139637.8447592
1854,0,0.0,0.0,0.0,0,1663139637.853085
