,x,y,z
0,1.4660903215408325,4.377222061157227,1.4988881349563599
1,1.4575376510620117,4.546925067901611,1.3955998420715332
2,1.2899073362350464,4.539609432220459,1.2956488132476807
3,1.228808879852295,4.472290992736816,1.0699801445007324
4,1.2686725854873657,4.253603935241699,0.9652936458587646
5,1.6246153116226196,4.5720062255859375,1.3022732734680176
6,1.7386980056762695,4.614006042480469,1.0810546875
7,1.8498713970184326,4.432401657104492,0.9696012735366821
8,1.444129228591919,4.632976531982422,0.8980209827423096
9,1.3878376483917236,4.645952224731445,0.8115020990371704
10,1.317833662033081,4.572688102722168,0.4535022974014282
11,1.3242509365081787,4.644447326660156,0.07914470136165619
12,1.5038191080093384,4.6384477615356445,0.8102116584777832
13,1.5556143522262573,4.593214988708496,0.4530569911003113
14,1.5590535402297974,4.7299652099609375,0.09679129719734192
15,1.4337091445922852,4.410338401794434,1.5394960641860962
16,1.4996070861816406,4.408742904663086,1.5402495861053467
17,1.3963314294815063,4.503666877746582,1.5263487100601196
18,1.5395052433013916,4.50087833404541,1.528252363204956
19,1.5486260652542114,4.5431108474731445,0.03990557789802551
20,1.6171538829803467,4.587817192077637,0.03367036581039429
21,1.571812391281128,4.786978721618652,0.06856873631477356
22,1.3043428659439087,4.456703186035156,0.02606348693370819
23,1.2435297966003418,4.515722274780273,0.019040733575820923
24,1.3250174522399902,4.7015461921691895,0.04171366989612579
25,1.4542042016983032,4.584665775299072,0.9856045842170715
26,1.43303644657135,4.336292266845703,1.4988881349563599
27,1.424163579940796,4.506289482116699,1.3955998420715332
28,1.2586443424224854,4.497832298278809,1.2956488132476807
29,1.2023817300796509,4.431530475616455,1.0699801445007324
30,1.2495661973953247,4.214953422546387,0.9652936458587646
31,1.5919148921966553,4.534572601318359,1.3022732734680176
32,1.706260085105896,4.579432487487793,1.0810546875
33,1.8140075206756592,4.394523620605469,0.9696012735366821
34,1.415744662284851,4.598268508911133,0.8980209827423096
35,1.3598331212997437,4.611834526062012,0.8115020990371704
36,1.2916290760040283,4.546601295471191,0.4535022974014282
37,1.297755479812622,4.620965003967285,0.07914470136165619
38,1.4759211540222168,4.605581283569336,0.8102116584777832
39,1.5309139490127563,4.564798355102539,0.4530569911003113
40,1.533089280128479,4.6916351318359375,0.09679129719734192
41,1.400134563446045,4.36885929107666,1.5394960641860962
42,1.4660120010375977,4.3676886558532715,1.5402495861053467
43,1.3624205589294434,4.462001800537109,1.5263487100601196
44,1.50532066822052,4.460075378417969,1.528252363204956
45,1.5291345119476318,4.503409385681152,0.03990557789802551
46,1.5962088108062744,4.550079345703125,0.03367036581039429
47,1.544237732887268,4.748283863067627,0.06856873631477356
48,1.2784755229949951,4.433643341064453,0.02606348693370819
49,1.217603087425232,4.492610931396484,0.019040733575820923
50,1.2984813451766968,4.678284645080566,0.04171366989612579
51,1.424625277519226,4.54887580871582,0.9896799921989441
52,1.4136639833450317,4.313469409942627,1.4988881349563599
53,1.40682852268219,4.482217788696289,1.3955998420715332
54,1.2413491010665894,4.47243595123291,1.2956488132476807
55,1.1876049041748047,4.408273696899414,1.0699801445007324
56,1.2368724346160889,4.193561553955078,0.9652936458587646
57,1.5735368728637695,4.511684894561768,1.3022732734680176
58,1.6868664026260376,4.557860374450684,1.0810546875
59,1.7965905666351318,4.374960899353027,0.9696012735366821
60,1.3959815502166748,4.57067346572876,0.8980209827423096
61,1.3398897647857666,4.583756446838379,0.8115020990371704
62,1.2767876386642456,4.52290678024292,0.4535022974014282
63,1.2843575477600098,4.593864440917969,0.07914470136165619
64,1.456112027168274,4.57858943939209,0.8102116584777832
65,1.512198567390442,4.546363830566406,0.4530569911003113
66,1.5156748294830322,4.672374248504639,0.09679129719734192
67,1.3815603256225586,4.347063064575195,1.5394960641860962
68,1.4473514556884766,4.344595909118652,1.5402495861053467
69,1.3459112644195557,4.440671920776367,1.5263487100601196
70,1.4883873462677002,4.436020851135254,1.528252363204956
71,1.513750433921814,4.484251976013184,0.03990557789802551
72,1.5803532600402832,4.531451225280762,0.03367036581039429
73,1.5263519287109375,4.728961944580078,0.06856873631477356
74,1.267879843711853,4.406483173370361,0.02606348693370819
75,1.2065562009811401,4.464747905731201,0.019040733575820923
76,1.2848089933395386,4.651158332824707,0.04171366989612579
77,1.4064807891845703,4.524116039276123,0.993034303188324
78,1.3854695558547974,4.281928062438965,1.4988881349563599
79,1.378800868988037,4.451544284820557,1.3955998420715332
80,1.2135995626449585,4.4411115646362305,1.2956488132476807
81,1.1592530012130737,4.37688684463501,1.0699801445007324
82,1.2070554494857788,4.163969039916992,0.9652936458587646
83,1.5452995300292969,4.482158660888672,1.3022732734680176
84,1.6610928773880005,4.528631210327148,1.0810546875
85,1.7744141817092896,4.347282886505127,0.9696012735366821
86,1.3674885034561157,4.541821479797363,0.8980209827423096
87,1.3114944696426392,4.55496883392334,0.8115020990371704
88,1.2500920295715332,4.490530014038086,0.4535022974014282
89,1.256253719329834,4.558232307434082,0.07914470136165619
90,1.427389144897461,4.550714492797852,0.8102116584777832
91,1.487152099609375,4.5180158615112305,0.4530569911003113
92,1.495821475982666,4.65106201171875,0.09679129719734192
93,1.353269100189209,4.315082550048828,1.5394960641860962
94,1.4190131425857544,4.312511444091797,1.5402495861053467
95,1.3177521228790283,4.4087324142456055,1.5263487100601196
96,1.4600943326950073,4.403940200805664,1.528252363204956
97,1.4945037364959717,4.463624954223633,0.03990557789802551
98,1.561096429824829,4.510859489440918,0.03367036581039429
99,1.5071442127227783,4.708029747009277,0.06856873631477356
100,1.2450565099716187,4.370029449462891,0.02606348693370819
101,1.1823291778564453,4.426656723022461,0.019040733575820923
102,1.2550092935562134,4.615239143371582,0.04171366989612579
103,1.3787577152252197,4.4944376945495605,0.99393230676651
104,1.3888897895812988,4.282317161560059,1.4988881349563599
105,1.3792833089828491,4.452461242675781,1.3955998420715332
106,1.214342474937439,4.441143035888672,1.2956488132476807
107,1.1633797883987427,4.382582664489746,1.0699801445007324
108,1.2163666486740112,4.169921875,0.9652936458587646
109,1.54453444480896,4.483848571777344,1.3022732734680176
110,1.654949426651001,4.529269218444824,1.0810546875
111,1.7654297351837158,4.344242572784424,0.9696012735366821
112,1.3670803308486938,4.539218902587891,0.8980209827423096
113,1.3111971616744995,4.551601409912109,0.8115020990371704
114,1.252935528755188,4.488532066345215,0.4535022974014282
115,1.2591886520385742,4.553266525268555,0.07914470136165619
116,1.4271864891052246,4.548886299133301,0.8102116584777832
117,1.4897964000701904,4.521085739135742,0.4530569911003113
118,1.4996715784072876,4.65212869644165,0.09679129719734192
119,1.3563231229782104,4.314078330993652,1.5394960641860962
120,1.4220645427703857,4.312599182128906,1.5402495861053467
121,1.3194360733032227,4.407182216644287,1.5263487100601196
122,1.461397409439087,4.404703140258789,1.528252363204956
123,1.502094030380249,4.464810371398926,0.03990557789802551
124,1.5678051710128784,4.512982368469238,0.03367036581039429
125,1.5102428197860718,4.7090678215026855,0.06856873631477356
126,1.2506133317947388,4.364908218383789,0.02606348693370819
127,1.187546730041504,4.4207916259765625,0.019040733575820923
128,1.2574564218521118,4.610095977783203,0.04171366989612579
129,1.3792563676834106,4.493804454803467,0.995072603225708
130,1.3791366815567017,4.267175197601318,1.4988881349563599
131,1.3684585094451904,4.438007831573486,1.3955998420715332
132,1.20476233959198,4.4260454177856445,1.2956488132476807
133,1.1570876836776733,4.366610527038574,1.0699801445007324
134,1.2182403802871704,4.155495643615723,0.9652936458587646
135,1.5343163013458252,4.469893932342529,1.3022732734680176
136,1.6458220481872559,4.515570163726807,1.0810546875
137,1.7519797086715698,4.3298540115356445,0.9696012735366821
138,1.359143614768982,4.5304107666015625,0.8980209827423096
139,1.3035049438476562,4.5429768562316895,0.8115020990371704
140,1.2468453645706177,4.478109359741211,0.4535022974014282
141,1.2540925741195679,4.545629024505615,0.07914470136165619
142,1.4195661544799805,4.541313648223877,0.8102116584777832
143,1.4841969013214111,4.515936851501465,0.4530569911003113
144,1.4931161403656006,4.646129131317139,0.09679129719734192
145,1.3460931777954102,4.298479080200195,1.5394960641860962
146,1.4118750095367432,4.297686576843262,1.5402495861053467
147,1.3083367347717285,4.391239166259766,1.5263487100601196
148,1.4503207206726074,4.390181541442871,1.528252363204956
149,1.4995994567871094,4.4584879875183105,0.03990557789802551
150,1.5644901990890503,4.507901191711426,0.03367036581039429
151,1.5027549266815186,4.703263282775879,0.06856873631477356
152,1.2468425035476685,4.357295989990234,0.02606348693370819
153,1.183458924293518,4.413003444671631,0.019040733575820923
154,1.2520452737808228,4.602765083312988,0.04171366989612579
155,1.3708394765853882,4.482611179351807,0.9964283108711243
156,1.378356695175171,4.264556884765625,1.4988881349563599
157,1.3671443462371826,4.436119556427002,1.3955998420715332
158,1.2033168077468872,4.424086570739746,1.2956488132476807
159,1.154919147491455,4.365344524383545,1.0699801445007324
160,1.215103030204773,4.154269695281982,0.9652936458587646
161,1.5320583581924438,4.468395233154297,1.3022732734680176
162,1.6424307823181152,4.5165228843688965,1.0810546875
163,1.7474803924560547,4.329130172729492,0.9696012735366821
164,1.356309413909912,4.527627944946289,0.8980209827423096
165,1.3006101846694946,4.540054798126221,0.8115020990371704
166,1.2443653345108032,4.473458290100098,0.4535022974014282
167,1.252142071723938,4.538051605224609,0.07914470136165619
168,1.4168323278427124,4.537668228149414,0.8102116584777832
169,1.4795502424240112,4.508707046508789,0.4530569911003113
170,1.4888651371002197,4.639456748962402,0.09679129719734192
171,1.3456220626831055,4.295310020446777,1.5394960641860962
172,1.4113774299621582,4.294459819793701,1.5402495861053467
173,1.3080013990402222,4.388113021850586,1.5263487100601196
174,1.4497443437576294,4.386957168579102,1.528252363204956
175,1.4933958053588867,4.4522247314453125,0.03990557789802551
176,1.5586888790130615,4.5008769035339355,0.03367036581039429
177,1.4989672899246216,4.696531295776367,0.06856873631477356
178,1.2441521883010864,4.349574089050293,0.02606348693370819
179,1.1813268661499023,4.40556001663208,0.019040733575820923
180,1.2504751682281494,4.595032691955566,0.04171366989612579
181,1.3684676885604858,4.479543209075928,0.9989852905273438
182,1.3672449588775635,4.251276969909668,1.4988881349563599
183,1.3569183349609375,4.421719551086426,1.3955998420715332
184,1.1947858333587646,4.40872049331665,1.2956488132476807
185,1.14905846118927,4.352845191955566,1.0699801445007324
186,1.2149865627288818,4.143214225769043,0.9652936458587646
187,1.5216721296310425,4.456323146820068,1.3022732734680176
188,1.6289622783660889,4.512364387512207,1.0810546875
189,1.7314949035644531,4.324680328369141,0.9696012735366821
190,1.348719596862793,4.517490386962891,0.8980209827423096
191,1.2932016849517822,4.530104637145996,0.8115020990371704
192,1.239322543144226,4.465311527252197,0.4535022974014282
193,1.2493091821670532,4.537168025970459,0.07914470136165619
194,1.4093689918518066,4.5284743309021,0.8102116584777832
195,1.4679433107376099,4.495667457580566,0.4530569911003113
196,1.4713647365570068,4.616175651550293,0.09679129719734192
197,1.334259033203125,4.282876014709473,1.5394960641860962
198,1.4000115394592285,4.281925678253174,1.5402495861053467
199,1.2971127033233643,4.375436782836914,1.5263487100601196
200,1.4384942054748535,4.3740410804748535,1.528252363204956
201,1.4777253866195679,4.428028583526611,0.03990557789802551
202,1.542246699333191,4.477362632751465,0.03367036581039429
203,1.4802347421646118,4.672727584838867,0.06856873631477356
204,1.242215871810913,4.3496575355529785,0.02606348693370819
205,1.179646372795105,4.405949592590332,0.019040733575820923
206,1.2476485967636108,4.594914436340332,0.04171366989612579
207,1.359696626663208,4.468142986297607,1.0021729469299316
208,1.3510650396347046,4.235980033874512,1.4988881349563599
209,1.3444281816482544,4.40647029876709,1.3955998420715332
210,1.1825400590896606,4.395879745483398,1.2956488132476807
211,1.1352829933166504,4.3411865234375,1.0699801445007324
212,1.1954655647277832,4.128396511077881,0.9652936458587646
213,1.5094735622406006,4.439082145690918,1.3022732734680176
214,1.613834261894226,4.4886884689331055,1.0810546875
215,1.7073016166687012,4.290107727050781,0.9696012735366821
216,1.3381915092468262,4.507428169250488,0.8980209827423096
217,1.2828912734985352,4.521120071411133,0.8115020990371704
218,1.2302806377410889,4.457016944885254,0.4535022974014282
219,1.2430050373077393,4.531491279602051,0.07914470136165619
220,1.3992382287979126,4.518688201904297,0.8102116584777832
221,1.459380030632019,4.487659454345703,0.4530569911003113
222,1.465260624885559,4.609663486480713,0.09679129719734192
223,1.3187627792358398,4.268315315246582,1.5394960641860962
224,1.3844720125198364,4.265886306762695,1.5402495861053467
225,1.2838428020477295,4.3615827560424805,1.5263487100601196
226,1.4250199794769287,4.357073783874512,1.528252363204956
227,1.4700158834457397,4.421922206878662,0.03990557789802551
228,1.5351340770721436,4.470524311065674,0.03367036581039429
229,1.474778413772583,4.666329383850098,0.06856873631477356
230,1.234520673751831,4.3443403244018555,0.02606348693370819
231,1.1725817918777466,4.401247978210449,0.019040733575820923
232,1.2420339584350586,4.589445114135742,0.04171366989612579
233,1.34843909740448,4.455990314483643,1.0013179779052734
234,1.3686714172363281,4.251235485076904,1.4988881349563599
235,1.3590121269226074,4.421154975891113,1.3955998420715332
236,1.1957274675369263,4.409912109375,1.2956488132476807
237,1.1496649980545044,4.3557939529418945,1.0699801445007324
